LON,LAT,EDO,CLAVE,ESTACION,oct-24
-97.236944,18.925278,VER,LOMAGRANDE,"Loma Grande, Ver. SMN*",92.5
-97.144722,20.018889,VER,LPAVC,"La Palmilla Protección Civil, Ver.",129.6
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",429.02
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",388.21
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",286.4
-96.333333,19.15,VER,MFAVC,"Manlio Fabio Altamirano, Ver.",272.05
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",155
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",400.46
-97.097778,20.421944,VER,MRRVC,"El Morro, Ver. PC",269.1
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",426.4
-96.872222,19.65,VER,NAOVC,"Naolinco, Ver.",160.43
-98.503889,21.832222,VER,OLVVC,"El Olivo, Ver.",68.8
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",302.5
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",243.3
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",211.44
-94.3775,18.103611,VER,PB3VC,"Planta de bombeo 3 de La Cangrejera, Ver.",923
-94.193611,17.872778,VER,PCNVC,"Planta de bombeo 1 de La Cangrejera, Ver.",846.03
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",111.5
-96.210833,18.931389,VER,PEPVC,"La Pepehua Protección Civil, Ver.",251.51
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",115.32
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",148.07
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",86.31
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",234.3
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",199.5
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",141.4
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",147.1
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",230.24
-96.921389,19.578611,VER,SEDVC,"Sedeño, Ver.",156.51
-95.183333,18.45,VER,SIHVC,"Sihuapán, Ver.",638
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",397.32
-97.293056,19.696944,VER,SNTVC,"Santa Ana, Ver. PC",426.44
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",1265.5
-95.212778,18.450833,VER,STXVC,"San Andrés Tuxtla AC, Ver.",875.5
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",95
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",231.5
-96.356389,18.449167,VER,TBPVC,"Tierra Blanca AC, Ver.",185.5
-96.797778,19.674444,VER,TEPVC,"Tepetlán, Ver.",87
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",154.92
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",521
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",84.51
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",441.1
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",334.21
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",225.96
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",118.5
-94.930556,18.375833,VER,TUXTLASII,"Los Tuxtlas 2, Ver. SMN*",1270.2
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",281
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",868.71
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",556.4
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",161.01
-96.929167,19.511944,VER,XBSVC,"Xalapa Base PC, Ver.",179.2
-96.863889,19.546667,VER,XCAVC,"Xalapa Castillo Protección Civil, Ver.",200.2
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",173.76
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes PC, Ver.",184.6
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",175.12
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",141.94
-96.898056,19.556667,VER,XMNVC,"Xalapa Minas PC, Ver.",184.8
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",216.5
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos PC, Ver.",165
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio PC, Ver.",166.2
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",167.92
-96.929444,19.563333,VER,XSPVC,"Xalapa Sefiplan PC, Ver.",196.4
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",166.12
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",407.5
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",54.5
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",144
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",196
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",235.4
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",154.2
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",204.8
-89.637778,21.030278,YUC,CICYC,"Centro de Investigación Científica, Yuc.",205.6
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",289.47
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",210.9
-88.904167,21.390556,YUC,DZILAM,"Dzilam, Yuc. SMN*",310.5
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",280.3
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",208.81
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",274.71
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",308.31
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",220.1
-89.299444,21.102222,YUC,MTOYC,"Motul, Yuc.",164.42
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",229.3
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",275.53
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",393.04
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",269.41
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",233
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",290.13
-88.216667,20.683333,YUC,VALLADOLIDob,"Observatorio de Valladolid, Yuc. SMN*",205.8
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",233
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",41.01
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",6
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",17.01
-101.389444,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",44
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",0.51
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",5.53
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",4.21
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",0
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",41.12
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",1.7
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",12.4
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",8.51
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",0.01
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",54.5
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",2.8
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0.6
-103.443056,24.2875,ZAC,MGAZC,"Miguel Auza, Zac.",2.5
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",8
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",7.21
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",13
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",12.8
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",3.01
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",14.1
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",2.1
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",0.01
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",1.2
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",9.2
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",5.6
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0.5
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",15.9
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",11.3
-101.917222,22.520278,ZAC,VGOZC,"Villa González Ortega, Zac.",0.03
-101.715833,22.347222,ZAC,VHGZC,"Villa Hidalgo, Zac.",7.71
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",3.4
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",11
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",21.8
