LON,LAT,EDO,CLAVE,ESTACION,ene-24
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0.01
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",1.80
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0.01
-103.183333,20.15,JAL,TUXCUECA,"Tuxcueca, Jal. SGT*",0.20
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",4.80
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",2.20
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",8.71
-99.283333,19.436389,MEX,BOSQUEREAL,"Bosque Real, Méx. UNAM*",0.90
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",1.00
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, Méx. SMN*",2.29
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",0.00
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMEX*",0.25
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMEX*",0.50
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",0.00
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",0.00
-99.559722,19.884722,MEX,DNXMX,"Danxhó, Méx.",0.00
-99.377222,19.377222,MEX,2RSMX,"Dos Ríos, Méx.",0.00
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",3.62
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",4.50
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",0.70
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",0.00
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",2.00
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",0.11
-99.250833,19.415833,MEX,HERRADURA,"Herradura, Méx. UNAM*",2.54
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",6.50
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",1.01
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, Méx. SMN*",5.80
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",6.60
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",7.40
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",2.00
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",0.00
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",1.20
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",0.20
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",1.00
-99.243333,19.473889,MEX,NAUCALPAN,"Naucalpan, Méx. UNAM*",1.54
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, Méx. SMN*",6.61
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",3.00
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, Méx.",0.03
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",2.00
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. Río Hondo, Méx. SACMEX*",0.25
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",0.00
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",0.25
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",0.50
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",0.75
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",0.50
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SACMEX*",0.50
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, Méx.",0.01
-99.948889,19.654444,MEX,PMEMX,"Puente Mextepec, Méx.",3.71
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",4.01
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",0.30
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",2.00
-99.703889,19.465556,MEX,SB2MX,"San Bernabé, Méx.",6.60
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, Méx.",0.00
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",0.00
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx",1.30
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",0.00
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",22.00
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, Méx.",0.00
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",12.50
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",0.01
-100.053056,19.058056,MEX,TMSMX,"Temascaltepec, Mex.",1.20
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",1.90
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",1.00
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",0.50
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",1.11
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",2.50
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",0.00
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",0.50
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SACMEX*",0.00
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",0.00
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",0.00
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",0.10
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",0.00
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0.00
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0.00
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0.00
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0.00
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",0.00
-101.259167,19.629722,MICH,COIMC,"Coíntzio, Mich.",0.00
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0.02
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",1.40
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0.00
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",5.00
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",0.00
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0.00
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",0.00
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",0.00
-102.751389,20.146667,MICH,LPAMC,"La Palma, Mich.",0.50
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",0.00
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0.00
-101.626667,20.248889,MICH,LANMC,"Los Ángeles, Mich.",0.00
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0.00
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0.00
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",0.01
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",6.51
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",2.00
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",0.01
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",0.02
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",0.01
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",0.00
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",0.00
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",0.00
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",0.00
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0.00
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",0.00
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0.00
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",0.02
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",1.10
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",0.00
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0.00
-102.051944,19.395,MICH,URUMC,"Uruapan, Mich.",0.00
-101.45,19.55,MICH,VJIMC,"Villa Jiménez, Mich.",0.01
-102.242222,20.339444,MICH,YURMC,"Yurécuaro, Mich.",0.00
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0.00
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0.00
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",0.00
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",0.00
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",6.50
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0.00
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",0.00
-99.267222,19.045,MOR,HUCMR,"C.B.T.A.154 Huitzilac, Mor.",15.50
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",5.00
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0.00
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",1.50
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",0.00
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0.00
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",0.00
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",0.00
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0.01
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0.00
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",0.50
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",4.10
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",2.79
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0.30
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0.60
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",3.40
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0.01
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",15.40
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0.00
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",1.20
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",0.01
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0.00
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",0.01
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",3.10
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0.00
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0.00
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0.01
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",1.50
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0.01
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",19.40
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",5.70
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0.00
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",0.00
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0.01
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",0.40
-99.103889,18.794167,MOR,TICMR,"Ticumán, Mor.",0.00
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",3.50
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",12.52
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",7.50
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0.00
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",1.80
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0.00
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",0.00
-104.298056,21.038889,NAY,IXTLANRIO,"Ixtlán del Río, Nay. SMN*",0.00
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",0.00
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",0.00
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0.00
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0.00
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0.00
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",1.11
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",2.75
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",9.46
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",5.84
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",8.13
-99.746944,27.699167,NL,COLOMBIA,"Colombia, N.L. SGT*",1.20
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",7.90
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",7.52
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",14.00
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",1.50
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",5.53
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",10.70
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",5.03
-99.680556,24.897222,NL,ADJUNTASHUALA,"Las Adjuntas, N.L. SGT*",5.40
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",11.03
-100.348611,25.502222,NL,LASTINAJASNL,"Las Tinajas, N.L. SGT*",5.00
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",5.72
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",6.22
-100.271667,25.6825,NL,MTRNL,"Monterrey, N.L.",8.96
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",8.96
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",3.60
-100.240278,25.856944,NL,RADIOSONDEOMTY,"Radiosondeo, Monterrey N.L. SGT*",20.10
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",11.41
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",3.51
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",5.80
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",15.10
-96.74,17.164167,OAX,BJUAREZ,"Benito Juárez, Oax. SMN*",0.00
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0.00
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",2.00
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.07
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",28.28
-97.799444,16.780278,OAX,COSOX,"Cosoltepec, Oax.",1.70
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",152.95
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",0.00
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",5.60
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",3.80
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",2.54
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",36.00
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",4.80
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",0.70
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",20.00
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",157.00
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",39.64
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",183.20
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",2.30
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",0.40
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",0.00
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Ángel, Oax.",2.20
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",5.50
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",0.70
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0.00
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",29.83
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",133.90
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",0.00
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",88.00
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",0.00
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",6.20
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",95.00
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",0.00
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",5.20
-98.282222,17.846111,OAX,SJCOX,"San Juan Cieneguillas, Oax.",1.20
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",6.31
-97.881389,17.228889,OAX,SMNOX,"San Martín Itunyoso, Oax.",2.50
-97.653333,18.250833,OAX,SSFOX,"San Sebastián Frontera, Oax.",0.00
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",5.50
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",0.00
-97.895,17.905833,OAX,SCHOX,"Santiago Chilixtlahuaca, Oax.",0.00
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",14.70
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",113.85
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",0.01
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",0.00
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",0.00
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",26.71
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",188.91
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",83.54
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",3.40
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",75.26
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",0.00
-97.818056,17.889722,OAX,ZAPOX,"Zapotitlán Palmas, Oax.",2.50
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",0.00
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",0.00
-98.135833,18.9425,PUE,AFRPB,"Áfricam, Pue.",0.00
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",0.00
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",13.60
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",42.40
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",0.00
-97.881111,20.385833,PUE,AVCPB,"Ávila Camacho, Pue.",52.40
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",53.15
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",0.00
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",3.00
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",0.00
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",2.10
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",0.00
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",0.00
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",24.00
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",6.00
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",0.00
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",1.00
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",122.61
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",0.00
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",0.00
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",22.31
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",6.31
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",0.00
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",7.10
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",0.00
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",50.32
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",15.00
-98.108611,18.9125,PUE,BDDPB,"Manuel Ávila Camacho, Pue.",0.00
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",6.50
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",82.10
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",34.54
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",7.70
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",21.10
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",1.40
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",18.01
-98.156667,20.2775,PUE,PAHUATLAN,"Pahuatlán de Valle, Pue. SGT*",23.50
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",12.00
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",7.90
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",0.00
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",88.20
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",84.50
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",38.30
-97.208333,20.131389,PUE,SJAPB,"San José Acateno, Pue.",60.31
-98.4175,19.284167,PUE,SMTPB,"San Martín Texmelucan, Pue.",3.50
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",17.00
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",7.50
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",41.65
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",1.80
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",0.00
-97.430556,18.468889,PUE,TETPB,"Teotipilco, Pue.",0.00
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",0.00
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",39.50
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",6.20
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",105.50
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",14.00
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",4.10
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",32.52
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",89.71
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",82.20
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",23.41
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",67.70
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",42.40
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",20.71
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",36.50
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",63.00
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",0.00
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",6.00
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",2.01
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",3.51
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",3.10
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",0.00
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",0.00
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",2.30
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",3.31
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",1.31
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",2.30
-100,20.3625,QRO,SJSQT,"San José, Qro.",4.90
-99.169167,21.499167,QRO,SGORDAI,"Sierra Gorda 1, Qro. SMN*",3.20
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",115.82
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",41.33
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",52.31
-88.300833,18.518889,QROO,CHTQR,"Chetumal Tecnológico, Q. Roo.",149.10
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",79.80
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",78.20
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",225.12
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",118.20
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",94.70
-87.465556,20.1275,QROO,SIAQR,"Sian Ka'an 2, Q. Roo. SMN*",0.00
-106.654167,24.047222,SIN,ACTSI,"Acatitán, Sin.",0.00
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",1.52
-108.7,25.7,SIN,ARCSI,"Adolfo Ruíz Cortínes, Sin.",0.02
-109.183333,25.916667,SIN,AHMSI,"Ahome, Sin.",0.00
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",1.00
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",0.00
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",1.04
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",2.61
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0.02
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",0.00
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",0.01
