LON,LAT,EDO,CLAVE,ESTACION,sep-24
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",145.71
-99.040833,26.374167,TAMPS,MGATP,"S J 1 2 Miguel Alemán, Tamps.",93.9
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",138.6
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",434.2
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",113.5
-98.903611,24.043889,TAMPS,PADTP,"Padilla, Tamps.",96.82
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",213.32
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",169.02
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",78.5
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",409.3
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",391.11
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",174.72
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",160.11
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",111.2
-98.285833,26.079722,TAMPS,RYATP,"S J 3 42 Reynosa, Tamps.",99.12
-98.883333,26.166667,TAMPS,RYNTP,"S J 2 9 Reynosa, Tamps.",99.1
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",217.9
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",217.8
-98.7875,23.085556,TAMPS,SGBTP,"San Gabriel, Tamps.",65.4
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",112.6
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",147
-99.274167,24.0225,TAMPS,STETP,"Santa Engracia, Tamps.",133.9
-97.876111,22.238333,TAMPS,TMPTP,"Tampico, Tamps.",105.1
-98.421944,22.413611,TAMPS,TMSTP,"Tamesí, Tamps.",219.01
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",121.93
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",47.3
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",135.52
-99.488611,24.303889,TAMPS,VILLAGRAN,"Villagrán, Tamps. SMN*",394.4
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",124.2
-98.131389,19.428611,TLAX,APITL,"Apizaco, Tlax.",219
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",71.3
-97.769722,19.298889,TLAX,CUATL,"Cuapiaxtla, Tlax.",146.6
-97.6475,19.318056,TLAX,ECTTL,"El Carmen Tequexquitla, Tlax.",132.5
-98.246944,19.324722,TLAX,OBSTL,"Observatorio de Tlaxcala, Tlax.",146
-98.200556,19.556111,TLAX,SJATL,"San José Atlanga, Tlax.",214
-98.243056,19.219444,TLAX,ZACTL,"Zacatelco, Tlax.",125.4
-97.908056,19.200278,TLAX,ZITTL,"Zitlaltepec, Tlax.",196.5
-96.843889,19.695833,VER,ACAVC,"Acatlán, Ver.",309.04
-94.931389,18.044444,VER,ACAYUCAN,"Acayucan, Ver. SMN*",109.9
-96.5875,19.495,VER,ACTVC,"Actopan, Ver.",107.93
-94.144444,18.141667,VER,AGDVC,"Agua Dulce, Ver.",253
-97.234722,19.7625,VER,ALTVC,"Altotonga, Ver.",244.08
-96.736111,19.621667,VER,ALUVC,"Alto Lucero, Ver.",122.67
-95.4375,18.583333,VER,ARCVC,"Angel Rosario Cabada, Ver.",173.05
-97.236944,19.885833,VER,ARRVC,"Arroyo Colorado, Ver. PC",345.25
-96.944444,19.588889,VER,BANVC,"Banderilla, Ver.",240
-96.933333,19.483333,VER,BRIVC,"Briones, Ver.",343.14
-94.253889,17.954444,VER,CB2VC,"Planta de bombeo 2 de La Cangrejera, Ver.",482
-95.8,18.3,VER,CCLVC,"Chacaltianguis, Ver.",265.9
-96.994444,19.332778,VER,CDCVC,"Cosautlán de Carvajal, Ver.",419.3
-96.697778,19.433056,VER,CEGVC,"Cerro Gordo, Ver.",133.5
-96.9025,20.172778,VER,CEPVC,"Pital Protección Civil, Ver",60.07
-96.853611,18.563333,VER,CHMVC,"Chicomapa, Ver.",555.9
-98.155833,21.7375,VER,CHYVC,"Paso de Piedras, Ver.",119
-97.470556,20.253056,VER,CIRVC,"El Ciruelo, Ver. PC",142.75
-97.878611,21.334444,VER,CITLALTEPEC,"Citlaltepec, Ver. SMN*",236.3
-97.545,21.068333,VER,CLHVC,"Chalahuite, Ver.",109
-96.939444,19.453889,VER,COAVC,"Coatepec, Ver.",463.72
-94.4,18.1,VER,COTVC,"Observatorio de Coatzacoalcos, Ver.",443.1
-96.374444,19.364722,VER,CRDVC,"Cardel, Ver.",141.03
-95.295833,18.144444,VER,CTTVC,"Cuatotolapan, Ver.",119.22
-96.666389,19.361667,VER,CUMVC,"La Cumbre, Ver.",120.5
-95.970833,19.040833,VER,ELSALADOmar,"El Salado, Ver. SEMAR*",260.1
-96.36,19.405833,VER,ENRVC,"El Naranjillo, Ver.",94.8
-97.399167,20.2575,VER,ESPVC,"El Espinal, Ver.",155.51
-96.158333,19.068889,VER,ETEVC,"El Tejar, Ver.",89.23
-96.9975,18.897778,VER,FORVC,"Fortín, Ver.",234.1
-95.556944,18.270556,VER,GARVC,"Garro, Ver.",227.5
-98.459167,21.773611,VER,HGOVC,"El Higo, Ver.",21.4
-98.2875,21.194444,VER,HLSVC,"Los Hules, Ver.",74
-96.950833,19.181667,VER,HTSVC,"Huatusco, Ver.",369
-98.483333,20.533333,VER,HUYVC,"Huayacocotla, Ver.",289
-96.554167,19.404167,VER,IDOVC,"Idolos, Ver.",67.23
-94.666667,17.95,VER,JALVC,"Jaltipán, Ver.",363.9
-95.033333,17.433333,VER,JCRVC,"Jesús Carranza, Ver.",176
-94.088889,17.873611,VER,JDCVC,"San José del Carmen, Ver.",581.5
-97.021111,19.603611,VER,JOYVC,"La Joya, Ver.",448.21
-95.35,18.25,VER,LAUVC,"Lauchapan, Ver.",221.15
-94.330833,18.109444,VER,LCAVC,"La Cangrejera, Ver.",614.02
-95.118333,18.415833,VER,LDCVC,"Canseco, Ver.",269.5
-97.231944,18.922778,VER,LGRVC,"Loma Grande, Ver.",169
-96.978333,20.051944,VER,LIBVC,"Libertad, Ver.",156.04
-97.236944,18.925278,VER,LOMAGRANDE,"Loma Grande, Ver. SMN*",120.4
-94.916667,17.416667,VER,LPEVC,"Las Perlas, Ver.",112
-97.1,19.65,VER,LVRVC,"Las Vigas de Ramírez, Ver.",429.7
-97.048333,20.0675,VER,MDTVC,"Martínez de la Torre, Ver.",254.5
-98.045,20.8325,VER,MILVC,"Milcahual, Ver.",66.1
-94.771111,18.135278,VER,MNZVC,"Minzapan, Ver.",260.93
-97.097778,20.421944,VER,MRRVC,"El Morro, Ver. PC",65.8
-96.833333,19.933333,VER,MZNVC,"Misantla, Ver.",413.9
-98.503889,21.832222,VER,OLVVC,"El Olivo, Ver.",216.9
-97.1,18.85,VER,ORZVC,"Observatorio de Orizaba, Ver.",383.81
-96.97,19.55,VER,OTIVC,"Otilpan, Ver.",248.1
-96.918056,19.48,VER,PAVVC,"Pacho Viejo, Ver.",360.56
-94.3775,18.103611,VER,PB3VC,"Planta de bombeo 3 de La Cangrejera, Ver.",427.54
-97.814444,21.184444,VER,PEMVC,"El Moralillo, Ver.",134
-96.210833,18.931389,VER,PEPVC,"La Pepehua Protección Civil, Ver.",97.23
-97.268333,19.545,VER,PEROTESMN,"Perote, Ver. SMN*",79.51
-96.979722,19.588611,VER,PILVC,"Piletas, Ver.",373.73
-98.176667,22.06,VER,PNCVC,"Pánuco, Ver.",135.31
-97.316667,20.45,VER,PPNVC,"Papantla, Ver.",145.72
-97.478333,20.540833,VER,PRCVC,"Poza Rica, Ver.",146.2
-98.356667,21.297778,VER,PSNVC,"Platón Sánchez, Ver.",64.7
-96.795278,18.888056,VER,PTNVC,"Potrero Nuevo, Ver.",204.05
-97.809722,20.887222,VER,SBTVC,"Sombrerete, Ver.",67.74
-96.921389,19.578611,VER,SEDVC,"Sedeño, Ver.",244.62
-95.183333,18.45,VER,SIHVC,"Sihuapán, Ver.",207.1
-95.133333,17.883333,VER,SJEVC,"San Juan Evangelista, Ver.",133.43
-97.293056,19.696944,VER,SNTVC,"Santa Ana, Ver. PC",205.56
-95.033333,18.516667,VER,SONVC,"Sontecomapan, Ver.",379
-96.488889,19.338889,VER,TAMVC,"Tamarindo, Ver.",190
-96.966667,19.45,VER,TAPVC,"Tapachapan, Ver.",408.4
-96.356389,18.449167,VER,TBPVC,"Tierra Blanca AC, Ver.",249.7
-96.797778,19.674444,VER,TEPVC,"Tepetlán, Ver.",17
-97.125278,18.579722,VER,TLQVC,"Tlaquilpa, Ver.",206.52
-94.163333,17.571944,VER,TMOVC,"Tierra Morada, Ver.",308
-98.409444,21.499722,VER,TMPVC,"Tempoal, Ver.",76.3
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",197.9
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",563.02
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",451.24
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",94.62
-94.930556,18.375833,VER,TUXTLASII,"Los Tuxtlas 2, Ver. SMN*",371.7
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",56.61
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",253.21
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",363.41
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",142.41
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",221.26
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",192.15
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",240.53
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",208.54
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos PC, Ver.",70.86
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",220.34
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",124.69
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",380.5
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",59.5
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",194.5
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",139.52
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",255.3
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",101.2
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",143.6
-89.637778,21.030278,YUC,CICYC,"Centro de Investigación Científica, Yuc.",176.85
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",207.58
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",264.2
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",181.2
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",136
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",240.31
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",221.95
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",130.7
-89.299444,21.102222,YUC,MTOYC,"Motul, Yuc.",243.63
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",265.92
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",276.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",343.02
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",51.1
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",152
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",393.1
-88.216667,20.683333,YUC,VALLADOLIDob,"Observatorio de Valladolid, Yuc. SMN*",120.2
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",213.3
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",136
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",19
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",58.2
-101.389444,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",75
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",76.32
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",124.53
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",122.11
-103.093333,21.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",141
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",191.32
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",100.2
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",144.2
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",80.62
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",84.23
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",61.1
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",198.91
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",41.24
-103.443056,24.2875,ZAC,MGAZC,"Miguel Auza, Zac.",113.22
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",111.3
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",68.82
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",103.6
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",139.41
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",79.02
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",90.41
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",182.04
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",77.31
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",25.04
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",75.05
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",57.42
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",48
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",123.8
-101.917222,22.520278,ZAC,VGOZC,"Villa González Ortega, Zac.",121.42
-101.715833,22.347222,ZAC,VHGZC,"Villa Hidalgo, Zac.",69.01
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",125.9
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",125
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",125.11
