LON,LAT,EDO,CLAVE,ESTACION,feb-24
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes Protección Civil, Ver.",36.8
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",16.9
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",4.12
-96.935278,19.529167,VER,XIMVC,"Xalapa IMAC Protección Civil, Ver.",29.2
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",10.41
-96.898056,19.556667,VER,XMNVC,"Xalapa Minas Protección Civil, Ver.",23.4
-96.913611,19.569444,VER,XMRVC,"Xalapa Moral Protección Civil, Ver.",27
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",26.71
-96.871667,19.511667,VER,XOLVC,Xalapa Olmos,29.22
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio Protección Civil, Ver.",3
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",27.21
-96.929444,19.563333,VER,XSPVC,"Xalapa Sefiplan Protección Civil, Ver.",11.4
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",22.51
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",67
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",6
-97.257778,20.596667,VER,ZARVC,"Carrizal, Ver. PC",21.5
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",4.5
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",10.01
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",26.3
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",4.4
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",6.5
-89.638056,21.03,YUC,CICYC,"Centro de Investigación Científica, Yuc.",14.6
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",7.21
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",39.1
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",6.2
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",10.21
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",9.81
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",5.2
-89.291667,21.094167,YUC,MTOYC,"Motul, Yuc.",7.5
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",8.6
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",9.01
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",6.02
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",2.61
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",6.01
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",20.31
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",47.6
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",47
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",30.5
-101.389167,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",12
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",24.91
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",36.52
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",38.4
-102.506667,22.746667,ZAC,GPEZC,"Guadalupe, Zac.",45.72
-103.397778,24.281667,ZAC,JALZC,"Juan Aldama, Zac.",45.8
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",16.1
-103.603056,22.686944,ZAC,LFLZC,"La Florida, Zac.",37.52
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",38.72
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",42
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",16.2
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",29.42
-103.443056,24.287222,ZAC,MGAZC,"Miguel Auza, Zac.",29
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",26.61
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",38.41
-101.399167,22.1175,ZAC,PINZC,"Pino Suárez, Zac.",6.6
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",29.21
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",37
-102.884444,24.322222,ZAC,SFOZC,"San Francisco, Zac.",35.2
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",45.01
-103.636667,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",28.9
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",41.5
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",32.24
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",38.33
-103.879722,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",42.01
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",23.7
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",28.7
-101.715833,22.3475,ZAC,VHGZC,"Villa Hidalgo, Zac.",16.31
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",41.4
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",32.08
-102.576667,22.761389,ZAC,ZACZC,"Zacatecas, Zac.",51.73
